Aircraft TypeDesignator,Class,Number+Engine Type,"MANUFACTURER, Model"
SWAT,LandPlane,1/Piston,"BHARAT, LT-1 Swati"
SWIF,LandPlane,1/Jet,"SUPERMARINE, Swift"
SWIN,LandPlane,1/Piston,"S-WING, S-Wing"
SWOR,LandPlane,1/Piston,"FAIREY, Swordfish"
SX30,LandPlane,1/Piston,"SWEARINGEN, SX-300"
SYCA,Helicopter,1/Piston,"BRISTOL, 171 Sycamore"
SYMP,LandPlane,1/Piston,"SYMPHONY, SA-160 Symphony"
SYNC,LandPlane,1/Piston,"FLY SYNTHESIS, Syncro"
SZ45,LandPlane,1/Piston,"SZD, SZD-45 Ogar"
SZ9M,LandPlane,1/Piston,"SZD, Bocian M-2000"
T1,LandPlane,1/Jet,"FUJI, T-1"
T10,LandPlane,1/Piston,"TMM-AVIA, T-10 Avia-Tor"
T101,LandPlane,1/Turboprop/Turboshaft,"AEROPROGRESS, T-101 Grach"
T134,LandPlane,2/Jet,"TUPOLEV, Tu-134"
T154,LandPlane,3/Jet,"TUPOLEV, Tu-154"
T160,LandPlane,4/Jet,"TUPOLEV, Tu-160"
T18,LandPlane,1/Piston,"THORP, T-18 Tiger"
T19,LandPlane,1/Piston,"THK, T-19 Speedfire"
T2,LandPlane,2/Jet,"NORTH AMERICAN, T-2 Buckeye"
T204,LandPlane,2/Jet,"TUPOLEV, Tu-204"
T206,LandPlane,1/Piston,"CESSNA, T206 Turbo Stationair"
T210,LandPlane,1/Piston,"CESSNA, T210 Turbo Centurion"
T211,LandPlane,1/Piston,"THORP, T-211"
T22M,LandPlane,2/Jet,"TUPOLEV, Tu-22M"
T250,LandPlane,1/Piston,"BELLANCA, T-250 Aries"
T28,LandPlane,1/Piston,"NORTH AMERICAN, T-28 Trojan"
T30,LandPlane,1/Piston,"TERZI, T-30 Katana"
T33,LandPlane,1/Jet,"LOCKHEED, T-33 Shooting Star"
T334,LandPlane,2/Jet,"TUPOLEV, Tu-334"
T34P,LandPlane,1/Piston,"BEECH, T-34A Mentor"
T34T,LandPlane,1/Turboprop/Turboshaft,"BEECH, T-34C Turbo Mentor"
T35,LandPlane,1/Piston,"TEMCO, T-35 Buckaroo"
T37,LandPlane,2/Jet,"CESSNA, T-37"
T38,LandPlane,2/Jet,"NORTHROP, T-38 Talon"
T4,LandPlane,2/Jet,"KAWASAKI, T-4"
T40,LandPlane,1/Piston,"TURNER, T-40"
T411,LandPlane,1/Piston,"KHRUNICHEV, T-411 Aist"
T415,LandPlane,1/Piston,"KHRUNICHEV, T-415 Snegir"
T419,LandPlane,1/Piston,"KHRUNICHEV, AT-419 Strekoza"
T5,LandPlane,1/Turboprop/Turboshaft,"FUJI, T-5"
T50,LandPlane,2/Piston,"CESSNA, T-50 Bobcat"
T51,LandPlane,1/Piston,"TITAN, T-51 Mustang"
T6,LandPlane,1/Piston,"NORTH AMERICAN, AT-6 Texan"
T7,LandPlane,1/Turboprop/Turboshaft,"FUJI, T-7"
TA15,LandPlane,1/Piston,"TAYLORCRAFT (1), 15 Tourist"
TA16,Amphibian,1/Piston,"THURSTON, TA-16 Seafire"
TA20,LandPlane,1/Piston,"TAYLORCRAFT (1), 20 Ranchwagon"
TAA1,LandPlane,1/Piston,"TOYOTA, TAA-1"
TAGO,LandPlane,1/Piston,"TEAM TANGO, Tango-2"
TAIL,LandPlane,1/Piston,"WITTMAN, W-8 Tailwind"
TAMP,LandPlane,1/Piston,"SOCATA, TB-9 Tampico"
TARO,LandPlane,1/Piston,"ANAHUAC, Tauro"
TARR,LandPlane,1/Piston,"PELEGRIN, Tarragon"
TAYA,LandPlane,1/Piston,"TAYLORCRAFT (1), A"
TAYB,LandPlane,1/Piston,"TAYLORCRAFT (1), BC"
TAYD,LandPlane,1/Piston,"TAYLORCRAFT (1), DC"
TB05,LandPlane,1/Piston,"AMC, Texas Bullet 205"
TB20,LandPlane,1/Piston,"SOCATA, TB-20 Trinidad"
TB21,LandPlane,1/Piston,"SOCATA, TB-21 Trinidad TC"
TB30,LandPlane,1/Piston,"SOCATA, TB-30 Epsilon"
TB31,LandPlane,1/Turboprop/Turboshaft,"SOCATA, TB-31 Omega"
TBEE,Amphibian,2/Piston,"UNITED CONSULTANT, UC-1 Twin Bee"
TBM,LandPlane,1/Piston,"GRUMMAN, Avenger"
TBM7,LandPlane,1/Turboprop/Turboshaft,"SOCATA, TBM-700A"
TBM8,LandPlane,1/Turboprop/Turboshaft,"SOCATA, TBM-850"
TBM9,LandPlane,1/Turboprop/Turboshaft,"SOCATA, TBM-900"
TBR3,LandPlane,1/Piston,"GOLDEN CIRCLE, T-Bird 3"
TC2,LandPlane,1/Piston,"AERO MIRAGE, TC-2"
TCAT,LandPlane,2/Piston,"GRUMMAN, F7F Tigercat"
TCOU,LandPlane,2/Piston,"HELIO, H-500 Twin Courier"
TD1,LandPlane,1/Piston,"TAIWAN DANCER, TD-1"
TD2,LandPlane,1/Turboprop/Turboshaft,"TURBINE DESIGN, TD-2 Tempest"
TD3,LandPlane,1/Piston,"TAIWAN DANCER, TD-3 Alluvion Legend"
TEAL,Amphibian,1/Piston,"THURSTON, TSC-1 Teal"
TERM,LandPlane,1/Piston,"SMITH (2), Termite"
TERR,LandPlane,1/Piston,"FOXCON, Terrier"
TEX2,LandPlane,1/Turboprop/Turboshaft,"BEECHCRAFT, T-6 Texan 2"
TEXA,LandPlane,1/Piston,"FLY SYNTHESIS, Texan"
TF19,LandPlane,1/Piston,"TAYLORCRAFT (1), F-19 Sportsman"
TF21,LandPlane,1/Piston,"TAYLORCRAFT (1), F-21"
TF22,LandPlane,1/Piston,"TAYLORCRAFT (1), F-22 Tri-Classic"
TFK2,LandPlane,1/Piston,"TECHNOFLUG, TFK-2 Carat"
TFOC,LandPlane,1/Piston,"THUNDER WINGS, Focke-Wulf Fw-190"
TFUN,LandPlane,1/Piston,"VALENTIN, Taifun"
TGRS,LandPlane,1/Piston,"LANCAIR, Tigress"
TIAD,LandPlane,1/Piston,"TRIKE ICAROS, Adventure"
TIGR,Helicopter,2/Turboprop/Turboshaft,"EUROCOPTER, EC-665 Tigre"
TIJU,LandPlane,1/Piston,"TIPSY, Junior"
TIPB,LandPlane,1/Piston,"TIPSY, B"
TJET,LandPlane,2/Jet,"MAVERICK, TJ-1500 TwinJet"
TL20,LandPlane,1/Piston,"TL ULTRALIGHT, TL-2000  Sting"
TL30,LandPlane,1/Piston,"TL ULTRALIGHT, TL-3000 Sirius"
TLEG,LandPlane,1/Turboprop/Turboshaft,"PERFORMANCE, Turbine Legend"
TM5,LandPlane,1/Piston,"TM AIRCRAFT, TM-5"
TMOT,LandPlane,1/Piston,"FISHER, R-80 Tiger Moth"
TMUS,LandPlane,1/Piston,"PAPA 51, Thunder Mustang"
TNAV,LandPlane,2/Piston,"CAMAIR, 480 Twin Navion"
TNDR,LandPlane,1/Piston,"DREAM, Tundra"
TOBA,LandPlane,1/Piston,"SOCATA, TB-10 Tobago"
TOOT,LandPlane,1/Piston,"MEYER, Little Toot"
TOR,LandPlane,2/Jet,"PANAVIA, Tornado"
TOUR,LandPlane,1/Piston,"AESL, Airtourer"
TOXO,LandPlane,1/Piston,"CAG (1), Toxo"
TP40,LandPlane,1/Piston,"THUNDER WINGS, Curtiss P-40"
TPIL,LandPlane,1/Turboprop/Turboshaft,"ENAER, T-35DT Turbo Pillán"
TPIN,LandPlane,2/Piston,"SCOTTISH AVIATION, Twin Pioneer"
TR1,Amphibian,1/Piston,"TRIDENT, TR-1 Trigull"
TR20,LandPlane,1/Piston,"FEUGRAY, TR-200"
TR26,LandPlane,1/Piston,"FEUGRAY, TR-260 Sirius"
TR55,LandPlane,1/Piston,"3XTRIM, 550 Trener"
TRAL,LandPlane,1/Piston,"GROPPO, Trail"
TRAP,LandPlane,1/Piston,"CAPELLA, T-Raptor"
TRBA,LandPlane,1/Piston,"PODESVA, Trener Baby"
TRDO,LandPlane,1/Piston,"TITAN, Tornado SS"
TRF1,LandPlane,1/Piston,"TEAM ROCKET, F-1"
TRIM,LandPlane,3/Piston,"FORD, Tri-Motor"
TRIS,LandPlane,3/Piston,"BRITTEN-NORMAN, BN-2A Mk3 Trislander"
TRMA,LandPlane,3/Piston,"STINSON, A Tri-Motor"
TRWN,LandPlane,2/Piston,"PACIFIC AIRMOTIVE, Tradewind"
TS11,LandPlane,1/Jet,"PZL-MIELEC, TS-11 Iskra"
TS14,LandPlane,1/Piston,"TEST, TST-14 Bonus"
TS1J,LandPlane,1/Jet,"JONKER, JS-1TJ Revelation"
TS8,LandPlane,1/Piston,"PZL-MIELEC, TS-8 Bies"
TSPT,LandPlane,1/Piston,"THUNDER WINGS, Supermarine Spitfire"
TSTN,LandPlane,1/Piston,"TERRAFUGIA, Transition"
TSTR,Gyrocopter,1/Piston,"FARRINGTON, Twinstar"
TTRS,LandPlane,1/Piston,"HUMBERT, Tetras"
TTWO,LandPlane,1/Piston,"PARKER, Teenie Two"
TU16,LandPlane,2/Jet,"TUPOLEV, Tu-16"
TU22,LandPlane,2/Jet,"TUPOLEV, Tu-22"
TU95,LandPlane,4/Turboprop/Turboshaft,"TUPOLEV, Tu-95"
TUCA,LandPlane,1/Turboprop/Turboshaft,"EMBRAER, EMB-312 Tucano"
TUL3,LandPlane,1/Piston,"PODESVA, TUL-03 Amigo"
TUTR,LandPlane,1/Piston,"AVRO, 621 Tutor"
TVL4,LandPlane,1/Piston,"TRAVEL AIR, 4000"
TVLB,LandPlane,1/Piston,"TRAVEL AIR, 2000"
TWEN,LandPlane,1/Piston,"TECNAM, P-2010 Twenty-Ten"
TWIR,LandPlane,2/Piston,"DYN'AERO, Twin-R"
TWSP,LandPlane,1/Piston,"TIME WARP, Spitfire"
TWST,LandPlane,1/Piston,"SILENCE, Twister"
TZRV,LandPlane,1/Jet,"IRIAF, JT-2-2 Tazarve"
U15,LandPlane,1/Piston,"PHOENIX AIR, U-15 Phoenix"
U16,Amphibian,2/Piston,"GRUMMAN, HU-16 Albatross"
U2,LandPlane,1/Jet,"LOCKHEED, U-2"
U21,LandPlane,2/Turboprop/Turboshaft,"BEECH, U-21G Ute"
U22,LandPlane,1/Piston,"BEECH, QU-22"
UBAT,LandPlane,1/Piston,"AUSTRALITE, Ultrabat"
UF10,LandPlane,1/Piston,"URBAN, UFM-10 Samba"
UF13,LandPlane,1/Piston,"URBAN, UFM-13 Lambada"
UFHT,Gyrocopter,1/Piston,"UFO, HeliThruster"
UH1,Helicopter,1/Turboprop/Turboshaft,"BELL, UH-1A Iroquois"
UH12,Helicopter,1/Piston,"HILLER, UH-12B"
UH1Y,Helicopter,2/Turboprop/Turboshaft,"BELL, UH-1Y"
UL10,LandPlane,1/Piston,"ULTIMATE, 10 Albertan"
UL20,LandPlane,1/Piston,"ULTIMATE, 20"
UL2F,LandPlane,1/Piston,"AEROS, UL-2000 Flamingo"
UL45,LandPlane,1/Piston,"3XTRIM, 450 Ultra"
ULPA,LandPlane,1/Piston,"ULLMANN, Panther"
ULTS,Helicopter,1/Piston,"AMERICAN SPORTSCOPTER, Ultrasport 496"
UM18,Gyrocopter,1/Piston,"UMBAUGH, 18"
UNIV,LandPlane,1/Piston,"NEIVA, N-621 Universal"
URRA,LandPlane,1/Piston,"IBIS (2), Urraco"
US2,Amphibian,4/Turboprop/Turboshaft,"SHINMAYWA, US-2"
UT60,LandPlane,1/Piston,"UTVA, 60"
UT65,LandPlane,1/Piston,"UTVA, 65 Privrednik"
UT66,LandPlane,1/Piston,"UTVA, 66"
UT75,LandPlane,1/Piston,"UTVA, 75"
UU12,LandPlane,1/Piston,"UDET, U-12 Flamingo Replica"
V1,LandPlane,2/Turboprop/Turboshaft,"GRUMMAN, OV-1 Mohawk"
V10,LandPlane,2/Turboprop/Turboshaft,"NORTH AMERICAN ROCKWELL, OV-10 Bronco"
V22,Tiltrotor,2/Turboprop/Turboshaft,"BELL-BOEING, V-22 Osprey"
V221,LandPlane,1/Piston,"MSW, Votec 221"
V252,LandPlane,1/Piston,"MSW, Votec 252"
V280,Tiltrotor,2/Turboprop/Turboshaft,"BELL, V-280 Valor"
V322,LandPlane,1/Piston,"MSW, Votec 322"
V351,LandPlane,1/Piston,"MSW, Votec 351"
V452,LandPlane,1/Turboprop/Turboshaft,"MSW, Votec 452"
V500,Helicopter,1/Piston,"REVOLUTION, Voyager-500"
V8SP,LandPlane,1/Piston,"BEACHNER, V-8 Special"
VALI,LandPlane,1/Piston,"VULTEE, BT-13 Valiant"
VAMP,LandPlane,1/Jet,"DE HAVILLAND, DH-100 Vampire"
VANT,LandPlane,1/Jet,"VISIONAIRE, VA-10 Vantage"
VAUT,LandPlane,2/Jet,"SUD, SO-4050 Vautour"
VELO,LandPlane,1/Piston,"VELOCITY, Velocity SE"
VELT,LandPlane,2/Piston,"VELOCITY, Velocity V-Twin"
VENT,LandPlane,1/Piston,"SCHEMPP-HIRTH, Ventus 3T"
VEZE,LandPlane,1/Piston,"RUTAN, 33 VariEze"
VF2,LandPlane,1/Piston,"FRY, VF-2 Esprit"
VF35,LandPlane,1/Jet,"LOCKHEED MARTIN, F-35B Lightning 2"
VF60,LandPlane,1/Turboprop/Turboshaft,"VULCANAIR, VF-600 Mission"
VG3T,LandPlane,1/Piston,"AVIAKIT, Vega 3000"
VGUL,LandPlane,1/Piston,"PERCIVAL, K-1 Vega Gull"
VIMA,LandPlane,1/Piston,"VALTION, Viima"
VIPJ,LandPlane,1/Jet,"VIPER, ViperJet"
VIPR,LandPlane,1/Piston,"PAXMAN'S, Viper"
VISI,LandPlane,1/Piston,"PRO-COMPOSITES, Vision"
VIVA,LandPlane,1/Piston,"COMPOSIT AIRPLANES, Viva"
VIX,LandPlane,1/Piston,"SKYSTAR, Kitfox Vixen"
VIXN,LandPlane,1/Piston,"AMAX, Vixen"
VJ22,Amphibian,1/Piston,"VOLMER, VJ-22 Sportsman"
VK3P,LandPlane,1/Piston,"CIRRUS, VK-30 Cirrus (piston)"
VK3T,LandPlane,1/Turboprop/Turboshaft,"CIRRUS, VK-30 Cirrus (turbine)"
VL3,LandPlane,1/Piston,"JMB AIRCRAFT, VL-3 Evolution"
VM1,LandPlane,1/Piston,"VOL MEDITERRANI, VM-1 Esqual"
VNOM,LandPlane,1/Jet,"DE HAVILLAND, DH-112 Venom"
VNTE,LandPlane,1/Electric,"SCHEMPP-HIRTH, Ventus 3F"
VNTR,LandPlane,1/Piston,"ICP, Ventura"
VO10,LandPlane,1/Piston,"AERO COMMANDER, Commander 100"
VOL2,LandPlane,1/Piston,"VOLANTE, Volante Two"
VP2,LandPlane,1/Piston,"EVANS, VP-2 Volksplane"
VR20,LandPlane,1/Piston,"EGVOYAGER, VR-202"
VR7,LandPlane,1/Piston,"VASHON, Ranger R7"
VSON,LandPlane,1/Piston,"AMERICAN AFFORDABLE, Vision"
VTOR,LandPlane,2/Turboprop/Turboshaft,"VULCANAIR, AP-68TP-600 Viator"
VTRA,LandPlane,1/Piston,"RANS, S-19 Venterra"
VTUR,LandPlane,1/Piston,"QUESTAIR, M-20 Venture"
VUT1,LandPlane,1/Piston,"EVEKTOR, VUT-100 Cobra"
VVIG,LandPlane,1/Piston,"RUTAN, 27 VariViggen"
VW10,LandPlane,1/Piston,"AIRCONCEPT, VoWi-10 Airbuggy"
VWIT,LandPlane,1/Piston,"AIRCRAFT SPRUCE, V-Witt"
W11,LandPlane,1/Piston,"WOLF, W-11 Boredom Fighter"
W135,LandPlane,4/Jet,"BOEING, WC-135R"
W201,LandPlane,1/Piston,"WEATHERLY, 201"
W3,Helicopter,2/Turboprop/Turboshaft,"PZL-SWIDNIK, W-3 Anakonda"
W5BC,LandPlane,1/Piston,"WITTMAN, W-5 Buttercup"
W62T,LandPlane,1/Turboprop/Turboshaft,"WEATHERLY, 620TP"
WA40,LandPlane,1/Piston,"WASSMER, WA-40 Super 4"
WA41,LandPlane,1/Piston,"WASSMER, WA-41 Baladou"
WA42,LandPlane,1/Piston,"WASSMER, WA-421 Prestige"
WA50,LandPlane,1/Piston,"WASSMER, WA-51 Pacific"
WA80,LandPlane,1/Piston,"WASSMER, WA-80 Piranha"
WAC9,LandPlane,1/Piston,"WACO, 9"
WACA,LandPlane,1/Piston,"WACO, PBA"
WACC,LandPlane,1/Piston,"WACO, C"
WACD,LandPlane,1/Piston,"WACO, D"
WACE,LandPlane,1/Piston,"WACO, E (ARE/HRE/SRE) Aristocrat"
WACF,LandPlane,1/Piston,"WACO, F"
WACG,LandPlane,1/Piston,"WACO, G"
WACM,LandPlane,1/Piston,"WACO, JWM"
WACN,LandPlane,1/Piston,"WACO, AVN"
WACO,LandPlane,1/Piston,"WACO, O"
WACT,LandPlane,1/Piston,"WACO, RPT"
WAIX,LandPlane,1/Piston,"SONEX, Waiex"
WASP,Helicopter,1/Turboprop/Turboshaft,"WESTLAND, Wasp"
WB57,LandPlane,2/Jet,"MARTIN, WB-57"
WBOO,LandPlane,1/Piston,"DEAN-WILSON, DW-200 Whitney Boomerang"
WCAT,LandPlane,1/Piston,"GRUMMAN, F4F Wildcat"
WDEX,LandPlane,1/Piston,"RADAB, Windex"
WESX,Helicopter,2/Turboprop/Turboshaft,"WESTLAND, WS-58 Wessex"
WF4U,LandPlane,1/Piston,"WAR, Vought F4U Corsair"
WFOC,LandPlane,1/Piston,"WAR, Focke-Wulf 190"
WFUR,LandPlane,1/Piston,"WAR, Hawker Sea Fury"
WG30,Helicopter,2/Turboprop/Turboshaft,"WESTLAND, WG-30"
WH1,LandPlane,1/Piston,"WENDT, WH-1 Traveler"
WH4,LandPlane,1/Turboprop/Turboshaft,"HALL, WH-4 Harpoon"
WHAT,LandPlane,1/Piston,"WHATLEY, Special"
WHIL,LandPlane,1/Piston,"WHITE LIGHTNING, WLAC-1 White Lightning"
WHIS,LandPlane,1/Piston,"GROVE, GR-2 Whisper"
WHIT,LandPlane,1/Piston,"MILES, M-11 Whitney Straight"
WHK2,LandPlane,4/Jet,"SCALED, 348 White Knight Two"
WICH,LandPlane,1/Piston,"JAVELIN, Wichawk"
WILT,LandPlane,1/Piston,"ULTRALEICHTBAU, WT-01 Wild Thing"
WIND,LandPlane,1/Piston,"WATSON, GW-1 Windwagon"
WINE,LandPlane,1/Piston,"WINDECKER, Eagle"
WIRR,LandPlane,1/Piston,"COMMONWEALTH (1), CA-16 Wirraway"
WISP,LandPlane,1/Piston,"WHISPER, Whisper"
WLBY,LandPlane,1/Piston,"FLY SYNTHESIS, Wallaby"
WM2,LandPlane,1/Piston,"MILLER (2), WM-2"
WOPU,LandPlane,1/Piston,"AEROSPORT, Woody Pusher"
WP40,LandPlane,1/Piston,"WAR, Curtiss P-40 Kittyhawk"
WP47,LandPlane,1/Piston,"WAR, Republic P-47 Thunderbolt"
WS22,LandPlane,1/Piston,"SPRING, WS-202 Sprint"
WSP,LandPlane,1/Piston,"AAK, Wasp"
WT9,LandPlane,1/Piston,"AEROSPOOL, WT-9 Dynamic"
WT10,LandPlane,1/Piston,"AEROSPOOL, WT-10 Advantic"
WUSH,Amphibian,1/Piston,"WÜST, Shark"
WW1,LandPlane,1/Piston,"WHITE, WW-1 Der Jäger D-9"
WW23,LandPlane,2/Jet,"IAI, 1123 Westwind"
WW24,LandPlane,2/Jet,"IAI, 1124 Westwind 2"
WZ10,Helicopter,2/Turboprop/Turboshaft,"CHANGHE, WZ-10"
WZER,LandPlane,1/Piston,"WAR, Mitsubishi Zero"
X2,Helicopter,1/Turboprop/Turboshaft,"SIKORSKY, X-2"
X3,Helicopter,2/Turboprop/Turboshaft,"EUROCOPTER, X-3"
X4,LandPlane,1/Piston,"ROBIN, X-4"
X47B,LandPlane,1/Jet,"NORTHROP GRUMMAN, X-47B"
X49,Helicopter,2/Turboprop/Turboshaft,"PIASECKI, X-49 SpeedHawk"
XA41,LandPlane,1/Piston,"XTREMEAIR, XA-41"
XA42,LandPlane,1/Piston,"XTREMEAIR, XA-42"
XA85,LandPlane,1/Piston,"RAJ HAMSA, XA-85 X-Air LS"
XAIR,LandPlane,1/Piston,"RAJ HAMSA, X-AIR Falcon"
XB1,LandPlane,3/Jet,"BOOM, XB-1"
XL2,LandPlane,1/Piston,"LIBERTY (2), XL-2"
XNON,Gyrocopter,1/Piston,"ABS AEROLIGHT, Xenon"
XNOS,LandPlane,1/Piston,"SONEX, Xenos"
XV15,Tiltrotor,2/Turboprop/Turboshaft,"BELL, XV-15"
Y11,LandPlane,2/Piston,"HARBIN, Y-11"
Y112,LandPlane,1/Piston,"YAKOVLEV, Yak-112"
Y12,LandPlane,2/Turboprop/Turboshaft,"HARBIN, Y-12E Harbinger"
Y12F,LandPlane,2/Turboprop/Turboshaft,"HARBIN, Y-12F Aircar"
Y130,LandPlane,2/Jet,"YAKOVLEV, Yak-130"
Y18T,LandPlane,1/Piston,"YAKOVLEV, Yak-18T"
Y20,LandPlane,4/Jet,"XIAN, Y-20 Kunpeng"
YA1,LandPlane,1/Piston,"YEOMAN, YA-1 Cropmaster"
YAK3,LandPlane,1/Piston,"YAKOVLEV, Yak-3"
YAK9,LandPlane,1/Piston,"YAKOVLEV, Yak-9"
YALE,LandPlane,1/Piston,"NORTH AMERICAN, BT-9 Yale"
YARR,LandPlane,1/Piston,"ARROW (2), Yarrow Arrow"
YAST,LandPlane,1/Piston,"SGAU, Yastreb"
YC12,LandPlane,1/Piston,"CHASLE, YC-12 Tourbillon"
YK11,LandPlane,1/Piston,"YAKOVLEV, Yak-11"
YK12,LandPlane,1/Piston,"YAKOVLEV, Yak-12"
YK18,LandPlane,1/Piston,"YAKOVLEV, Yak-18"
YK28,LandPlane,2/Jet,"YAKOVLEV, Yak-28"
YK30,LandPlane,1/Jet,"YAKOVLEV, Yak-30"
YK38,LandPlane,3/Jet,"YAKOVLEV, Yak-38"
YK40,LandPlane,3/Jet,"YAKOVLEV, Yak-40"
YK42,LandPlane,3/Jet,"YAKOVLEV, Yak-42"
YK50,LandPlane,1/Piston,"YAKOVLEV, Yak-50"
YK52,LandPlane,1/Piston,"YAKOVLEV, Yak-52"
YK53,LandPlane,1/Piston,"YAKOVLEV, Yak-53"
YK54,LandPlane,1/Piston,"YAKOVLEV, Yak-54"
YK55,LandPlane,1/Piston,"YAKOVLEV, Yak-55"
YK58,LandPlane,1/Piston,"YAKOVLEV, Yak-58"
YL15,LandPlane,1/Piston,"BOEING, YL-15 Scout"
YNHL,Helicopter,2/Piston,"AVIAIMPEX, KT-112 Yanhol"
YS11,LandPlane,2/Turboprop/Turboshaft,"NAMC, YS-11"
YUKN,LandPlane,1/Piston,"MURPHY, Yukon"
YUNO,LandPlane,1/Piston,"SHUYA, Yunona"
YURO,LandPlane,2/Jet,"SOKO-CNIAR, J-22 Orao"
Z22,LandPlane,1/Piston,"ZLIN, Z-22 Junak"
Z26,LandPlane,1/Piston,"ZLIN, Z-26 Trener"
Z37P,LandPlane,1/Piston,"LET, Z-37 Cmelák"
Z37T,LandPlane,1/Turboprop/Turboshaft,"MORAVAN, Z-37T Agro Turbo"
Z42,LandPlane,1/Piston,"ZLIN, Z-42"
Z43,LandPlane,1/Piston,"ZLIN, Z-43"
Z50,LandPlane,1/Piston,"ZLIN, Z-50"
ZA6,Helicopter,1/Piston,"AEROKOPTER, ZA-6 Sanka"
ZEP2,LandPlane,1/Piston,"ARNET PEREYRA, Zephyr 2"
ZEPH,LandPlane,1/Piston,"ATEC, 122 Zephyr"
ZERO,LandPlane,1/Piston,"MITSUBISHI, A6M Zero"
ZIA,LandPlane,1/Piston,"APPLEBAY, Zia"
ZIU,LandPlane,1/Piston,"TAI, ZIU"
ZULU,LandPlane,1/Piston,"BUL, Zùlù"
ZZZZ-AR5,Landplne,2/Piston,"TEKEVER, AR-5"
ZZZZ-BACE,Landplane,1/Piston,"CORBEN, Baby Ace D"
ZZZZ-BAY2,Landplane,1/Piston,"BAYKAR, Bayraktar TB2"
ZZZZ-CX4,Landplane,1/Piston,"THATCHER LIGHT AIRCRAFT, CX4"
ZZZZ-CX7,Landplane,1/Piston,"THATCHER LIGHT AIRCRAFT, CX7"
ZZZZ-DUCK,Landplane,1/Piston,"GRUMMAN, J2F Duck"
ZZZZ-E260,Landplane,1/Piston,"EXTRA, EA-260"
ZZZZ-EUFIT,LandPlane,2/Jet,"EUROFIGHTER, Eurofighter (T) 2000"
ZZZZ-F16D,LandPlane,1/Jet,"GENERAL DYNAMICS, F-16D Fighting Falcon"
ZZZZ-F18E,LandPlane,2/Jet,"MCDONNELL DOUGLAS, FA-18E Super Hornet"
ZZZZ-F18F,LandPlane,2/Jet,"MCDONNELL DOUGLAS, FA-18F Super Hornet"
ZZZZ-KZO,Landplane,1/Piston,"RHEINMTALL, KZO"
ZZZZ-NFEX,Landplane,1/Piston,"NF-AIRCRAFT, Explorer"
ZZZZ-JAS4,Landplane,6/Electric,"JOBY AERO INC., JAS4-2"
ZZZZ-JT1,Landplane,1/Piston,"TAYLOR, JT-1 Monoplane"
ZZZZ-KJ500,Landplane,4/Turboprop,"SHAANXI, KJ-500"
ZZZZ-LARK,Landplane,1/Piston,"HELTON, Lark 95"
ZZZZ-MC30,Landplane,1/Piston,"COLOMBAN, MC-30 Luciole"
ZZZZ-PENC,Landplane,1/Piston,"UAV FACTORY, Penguin C"
ZZZZ-RQ7,Landplane,1/Piston,"AAI, RQ-7 Shadow"
ZZZZ-RQ8C,Helicopter,1/Turboprop/Turboshaft,"NORTHROP GRUMMAN, MQ-8C Fire Scout"
ZZZZ-RQ21,Landplane,1/Piston,"BOEING INSITU, RQ-21 Blackjack"
ZZZZ-S100,Helicopter,1/Piston,"SCHIEBEL, S-100 Camcopter"
ZZZZ-S401,Landplane,1/Jet,"SCALED, SC.401"
ZZZZ-S750,Landplane,1/Piston,"AERO-EAST-EUROPE, S750"
ZZZZ-SG26,Landplane,0/Glider,"SCHWEIZER, SGS 1-26"
ZZZZ-SMS1,Landplane,1/Piston,"SPACEK, Minisport SD-1"
ZZZZ-SPJT,Landplance,1/Jet,"Mitsubishi, SpaceJet"
ZZZZ-SR10,LandPlane,1/Piston,"CIRRUS, SR-10"
ZZZZ-TT1,Landplane,1/Jet,"TEMCO, TT-1 Pinto"
ZZZZ-VELX,Landplane,1/Piston,"VELOX, Revolution II"
ZZZZ-YUN9,Landplane,4/Turboprop/Turboshaft,"SHAANXI, Y-9"
BALL,0,/,"(any manufacturer), Balloon"
DRON,0,/,"(any manufacturer), Drone (Not Official - See VFHC)"
FFLO,0,/,"(any manufacturer), UA Forward Flight Lift Only"
GLID,0,/,"(any manufacturer), Glider"
GYRO,0,/,"(any manufacturer), Gyrocopter"
PARA,0,/,"(any manufacturer), Paraglider"
SHIP,0,/,"(any manufacturer), Airship"
UAV,0,/,"(any manufacturer), Un-manned aerial vehicle (Not Official - See FFLO)"
UHEL,0,/,"(any manufacturer), Ultralight helicopter"
ULAC,0,/,"(any manufacturer), Ultralight aircraft"
VFHC,0,/,"(any manufacturer), UA Vertical Flight and Hover Capability"
ZZZZ,0,/,"(any manufacturer), Aircraft type not (yet) assigned a designator"

